unnamed: 0,week_of_outbreak,state_ut,district,disease,cases,deaths,latitude,longitude,preci,lai,temp_c,date
7442,28th week,Assam,Jorhat,Acute Encephalitis Syndrome,6,2.0,26.7577925,94.2079645,1.440916452,7.0,22.390000000000043,2011-06-29
7443,28th week,Assam,Morigaon,Acute Encephalitis Syndrome,20,1.0,26.2551482,92.3290878,1.266541457,14.0,28.700000000000045,2011-06-21
7444,28th week,Kerala,Kottayam,Dengue,3,0.0,9.6287383,76.64553257,0.490740212,,26.420000000000016,2011-06-25
7445,28th week,Kerala,Ernakulam,Dengue,3,0.0,9.98408,76.2741457,0.887289395,20.0,25.700000000000045,2011-06-28
7446,28th week,Rajasthan,Dholpur,Acute Diarrhoeal Disease,113,4.0,26.7010642,77.896749,0.753148169,6.0,22.80000000000001,2011-07-02
7447,28th week,Tamil Nadu,Salem,Chikungunya,60,0.0,11.0600516,77.0679581,0.087718099,10.0,29.725000000000023,2011-06-27
7448,28th week,Tamil Nadu,Thanjavur,Acute Diarrhoeal Disease,25,0.0,10.7860267,79.1381497,0.091852945,6.0,37.716666599999996,2011-06-27
7449,28th week,Bihar,Muzaffarpur,Acute Encephalitis Syndrome,148,54.0,26.1486581,85.34001282,0.219163883,8.0,30.590000000000032,2011-06-14
7450,28th week,Karnataka,Ballari,Chikungunya,76,0.0,15.2485413,76.8323648,0.303286333,4.0,,2011-07-09
7451,28th week,Karnataka,Koppal,Acute Diarrhoeal Disease,33,0.0,15.3484144,76.1547421,0.256857266,4.0,29.230000000000018,2011-07-09
7452,28th week,West Bengal,Malda,Malaria,234,0.0,25.0057449,88.1398483,1.795823537,,27.230000000000018,2011-07-03
7453,28th week,West Bengal,Bankura,Acute Diarrhoeal Disease,36,0.0,23.13195425,87.2073972,0.883681365,5.0,,2011-06-30
7454,28th week,West Bengal,Darjeeling,Acute Diarrhoeal Disease,183,0.0,26.8700325,88.3608759,0.797252272,,29.062000000000012,2011-06-02
7455,29th week,Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,10,0.0,14.4752936,78.8216861,0.129998848,5.0,35.700000000000045,2011-07-14
7456,29th week,Assam,Sonitpur,Acute Diarrhoeal Disease,47,2.0,26.76777075,92.70140886,2.508183342,7.0,26.03000000000003,2011-07-21
7457,29th week,Bihar,Rohtas,Acute Diarrhoeal Disease,35,0.0,24.6723487,83.92090397,0.830878502,11.0,23.390000000000043,2011-07-21
7458,29th week,Bihar,Lakhisarai,Malaria,12,0.0,25.1677029,86.05935924,0.421884843,7.0,30.640000000000043,2011-07-13
7459,29th week,Chhattisgarh,Janjgir,Malaria,35,0.0,22.0090841,82.578896,0.686642383,6.0,26.143333400000017,2011-07-16
7460,29th week,Gujarat,Panchmahal,Acute Diarrhoeal Disease,4,1.0,22.7748893,73.620404,0.53800641,2.0,,2011-07-17
7461,29th week,Jharkhand,East Singhbhum,Acute Diarrhoeal Disease,35,0.0,22.8092139,86.2091549,0.511869473,,,2011-07-19
7462,29th week,Karnataka,Bidar,Acute Diarrhoeal Disease,78,1.0,18.083333,77.333333,0.617424467,,30.78000000000003,2011-07-12
7463,29th week,Karnataka,Ballari,Acute Diarrhoeal Disease,28,3.0,15.2485413,76.8323648,0.280832391,4.0,35.83000000000004,2011-07-10
7464,29th week,Karnataka,Chitradurga,Acute Diarrhoeal Disease,16,1.0,14.2266443,76.4005122,0.298247692,6.0,,2011-07-23
7465,29th week,Karnataka,Haveri,Acute Diarrhoeal Disease,10,0.0,14.7874825,75.3996731,2.526187658,,21.370000000000005,2011-07-19
7466,29th week,Karnataka,Raichur,Acute Diarrhoeal Disease,17,0.0,16.083333,77.166667,0.517758894,3.0,37.77000000000004,2011-07-17
7467,29th week,Madhya Pradesh,Narsinghpur,Acute Diarrhoeal Disease,46,0.0,22.9467047,79.1980228,2.468751969,11.0,,2011-07-21
7468,29th week,Madhya Pradesh,Chhindwara,Malaria,112,1.0,22.13983105,78.80964495,1.197607026,5.0,32.710000000000036,2011-07-18
7469,29th week,Madhya Pradesh,Hoshangabad,Acute Diarrhoeal Disease,39,0.0,22.6001502,77.92664521,0.927790013,3.0,15.610000000000014,2011-07-18
7470,29th week,Madhya Pradesh,Dindori,Malaria,159,0.0,22.90736865,80.8851143,0.406874965,8.0,32.33000000000004,2011-07-15
7471,29th week,Maharashtra,Raigad,Cholera,67,0.0,18.4928092,73.13807095,1.642483647,,21.810000000000002,2011-07-11
7472,29th week,Punjab,Ludhiana,Cholera,7,0.0,30.9090157,75.851601,0.084184258,12.0,31.30000000000001,2011-07-23
7473,29th week,Punjab,Kapurthala,Acute Diarrhoeal Disease,121,0.0,31.38524095,75.30552274,0.147776446,10.0,28.090000000000032,2011-07-22
7474,29th week,Uttarakhand,Tehri,Acute Diarrhoeal Disease,8,0.0,30.40260205,78.38835789,0.745120188,10.0,24.120000000000005,2011-07-23
7475,29th week,West Bengal,24 North Parganas,Acute Diarrhoeal Disease,76,0.0,22.5998923,88.40887363,0.489103487,5.0,27.96333340000001,2011-07-13
7476,29th week,West Bengal,Murshidabad,Acute Diarrhoeal Disease,13,1.0,24.1745993,88.2721335,1.323108293,7.0,14.57000000000005,2011-07-23
7477,29th week,Bihar,Gaya,Acute Diarrhoeal Disease,10,0.0,24.7964355,85.0079563,0.618638168,5.0,37.450000000000045,2011-06-28
7478,29th week,Maharashtra,Thane,Dengue,32,0.0,19.1943294,72.9701779,0.312402678,8.0,25.930000000000007,2011-07-06
7479,29th week,Maharashtra,Thane,Dengue,11,0.0,19.1943294,72.9701779,0.467560156,,27.470000000000027,2011-07-04
7480,29th week,Assam,Jorhat,Acute Encephalitis Syndrome,5,2.0,26.7577925,94.2079645,1.440916452,7.0,22.390000000000043,2011-06-29
7481,29th week,Assam,Dhemaji,Acute Encephalitis Syndrome,5,1.0,27.4668315,94.51786509,0.998728901,7.0,10.120000000000005,2011-07-07
7482,29th week,Bihar,Munger,Malaria,100,0.0,25.22081165,86.51720367,0.520111404,8.0,29.25,2011-07-10
7483,29th week,Haryana,Gurgaon,Dengue,3,1.0,28.42826235,77.00270015,0.490977368,7.0,34.51000000000005,2011-07-17
7484,29th week,Jharkhand,East Singhbhum,Chikungunya,1014,0.0,22.8092139,86.2091549,0.440359181,6.0,32.25,2011-07-15
7485,29th week,Tamil Nadu,Salem,Chikungunya,58,0.0,11.0600516,77.0679581,0.302532121,,34.196666600000015,2011-07-12
7486,29th week,West Bengal,Bankura,Dengue,12,0.0,23.13195425,87.2073972,1.000746546,5.0,,2011-07-01
7487,29th week,West Bengal,Malda,Malaria,236,0.0,25.0057449,88.1398483,1.795823537,,27.230000000000018,2011-07-03
7488,30th week,Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,21,0.0,15.8309251,78.0425373,0.985705162,4.0,30.03000000000003,2011-07-30
7489,30th week,Bihar,Gaya,Acute Diarrhoeal Disease,24,0.0,24.7964355,85.0079563,1.014264877,10.0,,2011-07-22
7490,30th week,Bihar,Gaya,Acute Diarrhoeal Disease,18,0.0,24.7964355,85.0079563,0.25865613,8.0,,2011-07-18
7491,30th week,Bihar,Katihar,Acute Diarrhoeal Disease,19,1.0,25.5591001,87.64745596,0.438549454,8.0,29.260000000000048,2011-07-26
7492,30th week,Karnataka,Bagalkot,Acute Diarrhoeal Disease,12,0.0,16.1853166,75.6967919,0.451196074,,32.97000000000003,2011-07-27
7493,30th week,Karnataka,Chitradurga,Acute Diarrhoeal Disease,16,1.0,14.2266443,76.4005122,0.298247692,6.0,,2011-07-23
7494,30th week,Karnataka,Hassan,Acute Diarrhoeal Disease,73,0.0,13.0070817,76.0992703,0.353639327,8.0,,2011-07-25
7495,30th week,Karnataka,Tumkur,Chikungunya,15,0.0,13.3400771,77.1006208,0.301335343,,32.710000000000036,2011-07-27
7496,30th week,Karnataka,Udupi,Malaria,130,0.0,13.3419169,74.7473232,3.118854669,4.0,,2011-07-25
7497,30th week,Madhya Pradesh,Ashok Nagar,Acute Diarrhoeal Disease,5,1.0,24.6185442,77.8788306,1.688110326,,31.650000000000034,2011-07-28
7498,30th week,Madhya Pradesh,Tikamgarh,Acute Diarrhoeal Disease,11,0.0,24.85577805,79.04706347,0.840715852,,31.05000000000001,2011-07-28
7499,30th week,Madhya Pradesh,Tikamgarh,Acute Diarrhoeal Disease,46,0.0,24.85577805,79.04706347,2.054977261,9.0,,2011-07-25
7500,30th week,Madhya Pradesh,Vidisha,Acute Diarrhoeal Disease,59,1.0,23.5225788,77.8148001,2.978363922,9.0,,2011-07-26
7501,30th week,Maharashtra,Akola,Malaria,41,0.0,20.76181225,77.19211567,0.520883205,,36.650000000000034,2011-07-27
7502,30th week,Maharashtra,Jalna,Acute Diarrhoeal Disease,29,0.0,19.91883295,75.87085986,0.286505166,3.0,29.340000000000032,2011-07-29
7503,30th week,Maharashtra,Pune,Cholera,46,0.0,18.521428,73.8544541,1.405453239,3.0,,2011-07-22
7504,30th week,Odisha,Bolangir,Acute Diarrhoeal Disease,25,0.0,20.7502257,83.2499464,0.770200013,10.0,28.910000000000025,2011-07-25
7505,30th week,Odisha,Ganjam,Acute Diarrhoeal Disease,12,0.0,19.4129711,85.04710406,,9.0,30.900000000000034,2011-07-25
7506,30th week,Tamil Nadu,Erode,Chikungunya,25,0.0,11.3692044,77.67662687,0.398080058,4.0,36.27000000000004,2011-07-25
7507,30th week,Uttarakhand,Champawat,Acute Encephalitis Syndrome,1,1.0,29.23631315,80.10172077,2.027111,,26.75,2011-07-20
7508,30th week,West Bengal,Burdwan,Acute Diarrhoeal Disease,22,0.0,23.2495714,87.8681751,0.342323232,,28.29000000000002,2011-07-27
7509,30th week,West Bengal,Burdwan,Acute Diarrhoeal Disease,20,0.0,23.2495714,87.8681751,0.977492263,6.0,26.470000000000027,2011-07-24
7510,30th week,West Bengal,Murshidabad,Acute Diarrhoeal Disease,14,1.0,24.1745993,88.2721335,1.323108293,7.0,14.57000000000005,2011-07-23
7511,30th week,Gujarat,Navsari,Acute Diarrhoeal Disease,19,0.0,20.952407,72.9323831,1.454790023,,,2011-07-11
7512,30th week,Maharashtra,Raigad,Acute Diarrhoeal Disease,101,0.0,18.4928092,73.13807095,1.642483647,,21.810000000000002,2011-07-11
7513,30th week,West Bengal,North 24 Parganas,Cholera,78,0.0,22.642931,88.8930579,0.53121327,9.0,26.25,2011-07-13
7514,30th week,Bihar,Muzaffarpur,Acute Encephalitis Syndrome,152,55.0,26.1486581,85.34001282,0.219163883,8.0,30.590000000000032,2011-06-14
7515,30th week,Bihar,Lakhisarai,Acute Diarrhoeal Disease,14,0.0,25.1677029,86.05935924,0.567784414,10.0,,2011-07-25
7516,30th week,Jharkhand,East Singhbhum,Chikungunya,3455,0.0,22.8092139,86.2091549,0.440359181,6.0,32.25,2011-07-15
7517,30th week,Madhya Pradesh,Betul,Chikungunya,252,0.0,21.8796162,77.87568125,0.35158653,6.0,28.11666660000003,2011-07-05
7518,30th week,Maharashtra,Raigad,Cholera,94,0.0,18.4928092,73.13807095,1.642483647,,21.810000000000002,2011-07-11
7519,30th week,Assam,Barpeta,Acute Encephalitis Syndrome,6,1.0,26.34142215,91.01674328,1.161898615,10.0,21.123333400000035,2011-06-22
7520,30th week,Bihar,Munger,Malaria,126,0.0,25.22081165,86.51720367,0.428101518,7.0,28.960000000000036,2011-07-18
7521,31st week,Telangana,Warangal,Acute Diarrhoeal Disease,20,0.0,17.9820644,79.5970954,0.678185056,6.0,30.176666600000033,2011-08-02
7522,31st week,Bihar,Aurangabad,Acute Diarrhoeal Disease,18,0.0,24.786306,84.41448983,1.013879826,2.0,,2011-08-07
7523,31st week,Bihar,Aurangabad,Acute Diarrhoeal Disease,8,2.0,24.786306,84.41448983,0.818500659,10.0,,2011-07-24
7524,31st week,Bihar,Katihar,Acute Diarrhoeal Disease,19,1.0,25.5591001,87.64745596,0.438549454,8.0,29.260000000000048,2011-07-26
7525,31st week,Bihar,Munger,Malaria,46,0.0,25.22081165,86.51720367,0.575749134,10.0,,2011-07-25
7526,31st week,Bihar,Patna,Acute Diarrhoeal Disease,7,2.0,25.6093239,85.1235252,0.691254066,9.0,,2011-07-25
7527,31st week,Bihar,Sheikhpura,Acute Diarrhoeal Disease,25,1.0,25.12635425,85.81510621,0.175102257,,29.916666600000042,2011-07-28
7528,31st week,Chhattisgarh,Bilaspur,Acute Encephalitis Syndrome,5,4.0,21.98934025,82.10996499,1.152365277,8.0,,2011-07-21
7529,31st week,Chhattisgarh,Bilaspur,Acute Diarrhoeal Disease,46,0.0,21.98934025,82.10996499,0.685193811,,,2011-07-11
7530,31st week,Chhattisgarh,Janjgir,Acute Diarrhoeal Disease,28,0.0,22.0090841,82.578896,2.336366805,11.0,11.29000000000002,2011-07-24
7531,31st week,Chhattisgarh,Janjgir,Acute Diarrhoeal Disease,15,0.0,22.0090841,82.578896,0.628441878,,28.439999999999998,2011-08-05
7532,31st week,Jammu And Kashmir,Anantnag,Acute Diarrhoeal Disease,41,0.0,33.7368773,75.1455138,0.249213033,20.0,22.79000000000002,2011-08-02
7533,31st week,Jammu And Kashmir,Srinagar,Acute Diarrhoeal Disease,27,0.0,34.0747444,74.8204443,0.429125685,23.0,23.70333340000002,2011-07-29
7534,31st week,Jharkhand,Chatra,Acute Diarrhoeal Disease,8,0.0,24.20162495,84.87817692,0.200666707,10.0,33.74000000000001,2011-07-29
7535,31st week,Haryana,Gurgaon,Acute Diarrhoeal Disease,113,0.0,28.42826235,77.00270015,0.647024061,11.0,36.27000000000004,2011-08-01
7536,31st week,Madhya Pradesh,Chhindwara,Acute Diarrhoeal Disease,60,1.0,22.13983105,78.80964495,1.206560427,,29.629999999999995,2011-08-05
7537,31st week,Madhya Pradesh,Damoh,Acute Diarrhoeal Disease,25,0.0,23.75,79.583333,1.235097364,2.0,,2011-08-07
7538,31st week,Madhya Pradesh,Vidisha,Acute Diarrhoeal Disease,9,0.0,23.5225788,77.8148001,0.505849919,5.0,26.970000000000027,2011-08-01
7539,31st week,Maharashtra,Nashik,Dengue,2,1.0,20.0112475,73.7902364,0.566398324,4.0,3.990000000000009,2011-07-26
7540,31st week,Maharashtra,Wardha,Chikungunya,10,1.0,20.82562315,78.6131455,0.902294322,6.0,,2011-07-25
7541,31st week,Rajasthan,Bikaner,Acute Diarrhoeal Disease,5,1.0,28.0159286,73.3171367,0.183489767,3.0,47.06333340000003,2011-08-01
7542,31st week,Rajasthan,Udaipur,Acute Encephalitis Syndrome,2,0.0,24.578721,73.6862571,0.377316596,,30.340000000000032,2011-07-28
7543,31st week,Tamil Nadu,Dharmapuri,Chikungunya,118,0.0,12.09680475,78.19304301,0.148719045,5.0,,2011-07-25
7544,31st week,Uttar Pradesh,Jalaun,Acute Diarrhoeal Disease,16,1.0,26.105546,79.42765265,1.09924818,7.0,32.370000000000005,2011-07-21
7545,31st week,Jammu And Kashmir,Ganderbal,Acute Diarrhoeal Disease,27,0.0,34.1934255,74.83434977,0.183244435,16.0,23.466666599999996,2011-07-24
7546,31st week,West Bengal,Kolkata,Cholera,78,0.0,22.5666449,88.3544854,0.489103487,5.0,27.96333340000001,2011-07-13
7547,31st week,Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,40,0.0,15.8309251,78.0425373,0.985705162,4.0,30.03000000000003,2011-07-30
7548,31st week,Jharkhand,West Singhbhum,Chikungunya,194,0.0,22.7859232,86.1716093,0.22523666,9.0,29.05000000000001,2011-08-01
7549,32nd week,Andhra Pradesh,Chittor,Acute Diarrhoeal Disease,29,0.0,13.2178147,79.0929361,0.062535624,9.0,23.79000000000002,2011-08-09
7550,32nd week,Telangana,Warangal,Acute Diarrhoeal Disease,54,0.0,17.9820644,79.5970954,0.056043764,8.0,33.950000000000045,2011-08-11
7551,32nd week,Bihar,Gaya,Acute Diarrhoeal Disease,12,0.0,24.7964355,85.0079563,0.426624634,8.0,34.33000000000004,2011-07-31
7552,32nd week,Bihar,Nawada,Acute Diarrhoeal Disease,131,0.0,24.818124,85.51855623,0.96744482,3.0,,2011-08-07
7553,32nd week,Bihar,Gopalganj,Acute Diarrhoeal Disease,29,0.0,26.4207265,84.37406407,0.932035217,8.0,,2011-08-10
7554,32nd week,Jharkhand,West Singhbhum,Chikungunya,22,0.0,22.7859232,86.1716093,0.773797932,,29.870000000000005,2011-08-05
7555,32nd week,Karnataka,Belgaum,Acute Diarrhoeal Disease,17,0.0,15.8572666,74.5069343,0.88580027,9.0,,2011-08-09
7556,32nd week,Madhya Pradesh,Damoh,Acute Diarrhoeal Disease,126,0.0,23.75,79.583333,1.589959759,14.0,,2011-08-14
7557,32nd week,Madhya Pradesh,Sehore,Acute Diarrhoeal Disease,12,0.0,23.1156882,77.06623939,1.475803153,,,2011-08-12
7558,32nd week,Maharashtra,Jalna,Malaria,14,1.0,19.91883295,75.87085986,0.495233693,7.0,,2011-08-06
7559,32nd week,Maharashtra,Raigad,Acute Diarrhoeal Disease,29,0.0,18.4928092,73.13807095,3.780674599,,,2011-08-05
7560,32nd week,Odisha,Nayagarh,Acute Diarrhoeal Disease,47,0.0,20.1160666,85.11195644,0.157368173,20.0,28.466000000000008,2011-08-01
7561,32nd week,Rajasthan,Bikaner,Malaria,152,0.0,28.0159286,73.3171367,0.033977951,3.0,45.536666600000046,2011-08-08
7562,32nd week,Tamil Nadu,Dindigul,Acute Diarrhoeal Disease,13,0.0,10.3303299,78.06739791,0.348810708,10.0,37.05000000000001,2011-08-09
7563,32nd week,Tamil Nadu,Perambalur,Acute Diarrhoeal Disease,10,0.0,11.2287716,78.81825555,0.052548549,6.0,34.80333340000004,2011-08-09
7564,32nd week,Tamil Nadu,Perambalur,Acute Diarrhoeal Disease,32,0.0,11.2287716,78.81825555,0.052548549,6.0,34.80333340000004,2011-08-09
7565,32nd week,Tamil Nadu,Villupuram,Acute Diarrhoeal Disease,13,0.0,11.9415377,79.4861469,0.080465905,,,2011-08-05
7566,32nd week,Tamil Nadu,Virudhunagar (Sivakasi),Acute Diarrhoeal Disease,11,0.0,9.4477045,77.8000434,0.153122265,5.0,44.629999999999995,2011-08-11
7567,32nd week,Uttar Pradesh,Allahabad,Acute Diarrhoeal Disease,16,0.0,25.4381302,81.8338005,1.052934161,5.0,,2011-08-08
7568,32nd week,Uttar Pradesh,Budaun,Acute Diarrhoeal Disease,53,3.0,28.06831165,79.04607312,0.740874916,6.0,,2011-08-09
7569,32nd week,Uttar Pradesh,Jalaun,Malaria,34,0.0,26.105546,79.42765265,0.847903173,2.0,,2011-08-11
7570,32nd week,Uttar Pradesh,Lakhimpur Kheri,Acute Diarrhoeal Disease,48,0.0,27.98506015,80.75384538,1.245870313,12.0,15.803333400000042,2011-08-07
7571,32nd week,Uttar Pradesh,Mirzapur,Acute Diarrhoeal Disease,51,2.0,25.1010477,82.62574936,1.392780375,4.0,28.810000000000002,2011-08-09
7572,32nd week,West Bengal,Bankura,Acute Diarrhoeal Disease,123,0.0,23.13195425,87.2073972,2.217227749,2.0,,2011-08-11
7573,32nd week,Chhattisgarh,Raipur,Acute Diarrhoeal Disease,38,0.0,21.2380912,81.6336993,0.814574619,,28.27000000000004,2011-07-20
7574,32nd week,Chhattisgarh,Korba,Acute Diarrhoeal Disease,74,0.0,22.3547468,82.7110855,2.57165078,8.0,31.710000000000036,2011-06-21
7575,32nd week,Chhattisgarh,Korba,Acute Diarrhoeal Disease,14,0.0,22.3547468,82.7110855,0.149960716,8.0,38.84000000000003,2011-06-11
7576,32nd week,Karnataka,Bagalkot,Acute Diarrhoeal Disease,12,0.0,16.1853166,75.6967919,0.451196074,,32.97000000000003,2011-07-27
7577,32nd week,Maharashtra,Sholapur,Acute Diarrhoeal Disease,11,0.0,17.6912883,75.8841635,0.527600454,,34.74333340000004,2011-07-27
7578,32nd week,Maharashtra,Yavatmal,Acute Diarrhoeal Disease,3,1.0,20.32570375,78.11691397,0.622791422,,,2011-07-20
7579,33rd week,Telangana,Mahbubnagar,Dengue,42,0.0,16.7434538,77.9923191,0.095684643,8.0,30.629999999999995,2011-08-15
7580,33rd week,Telangana,Medak,Acute Diarrhoeal Disease,10,0.0,17.9375095,78.21174499,0.10161727,8.0,17.879999999999995,2011-08-15
7581,33rd week,Bihar,Aurangabad,Acute Diarrhoeal Disease,26,0.0,24.786306,84.41448983,2.150123567,5.0,,2011-08-15
7582,33rd week,Bihar,Gopalganj,Acute Diarrhoeal Disease,5,1.0,26.4207265,84.37406407,0.441474905,12.0,28.100000000000023,2011-08-14
7583,33rd week,Bihar,Jamui,Acute Diarrhoeal Disease,50,0.0,24.96785205,86.17351147,1.838128123,4.0,,2011-08-10
7584,33rd week,Bihar,Lakhisarai,Acute Diarrhoeal Disease,20,0.0,25.1677029,86.05935924,0.836137588,6.0,27.390000000000043,2011-08-17
7585,33rd week,Bihar,Patna,Malaria,6,1.0,25.6093239,85.1235252,0.983739767,4.0,,2011-08-08
7586,33rd week,Chhattisgarh,Raipur,Acute Diarrhoeal Disease,67,0.0,21.2380912,81.6336993,1.044051998,1.0,,2011-08-08
7587,33rd week,Madhya Pradesh,Tikamgarh,Acute Diarrhoeal Disease,24,1.0,24.85577805,79.04706347,0.344241513,9.0,27.05000000000001,2011-08-17
7588,33rd week,Maharashtra,Akola,Acute Diarrhoeal Disease,17,0.0,20.76181225,77.19211567,0.633047513,5.0,,2011-08-08
7589,33rd week,Uttar Pradesh,Saharanpur,Malaria,13,0.0,29.9880774,77.50812995,0.372082507,19.0,20.536666600000046,2011-08-11
7590,33rd week,West Bengal,Bankura,Acute Diarrhoeal Disease,90,0.0,23.13195425,87.2073972,1.464678776,8.0,26.670000000000016,2011-08-16
7591,33rd week,West Bengal,Bankura,Acute Diarrhoeal Disease,59,0.0,23.13195425,87.2073972,1.464678776,8.0,26.670000000000016,2011-08-16
7592,33rd week,West Bengal,Birbhum,Cholera,155,0.0,24.0,87.583333,1.804068677,7.0,,2011-08-14
7593,33rd week,West Bengal,Burdwan,Acute Diarrhoeal Disease,32,0.0,23.2495714,87.8681751,2.577542082,8.0,,2011-08-14
7594,33rd week,West Bengal,Purulia,Acute Diarrhoeal Disease,62,0.0,23.3291882,86.3672378,1.854879526,5.0,,2011-08-16
7595,33rd week,Bihar,Nalanda,Acute Diarrhoeal Disease,20,0.0,25.1364914,85.44365465,0.515347564,,,2011-07-04
7596,33rd week,Jammu And Kashmir,Kupwara,Acute Diarrhoeal Disease,30,0.0,34.6110236,74.23847867,0.040360777,14.0,19.923333400000047,2011-06-24
7597,33rd week,Maharashtra,Jalgaon,Malaria,11,0.0,20.84288265,75.52612464,0.524902053,4.0,,2011-07-22
7598,33rd week,Rajasthan,Alwar,Cholera,112,1.0,27.5,76.5,0.660401313,,28.930000000000007,2011-08-04
7599,33rd week,West Bengal,Bankura,Acute Diarrhoeal Disease,21,0.0,23.13195425,87.2073972,0.17392291,8.0,30.123333400000035,2011-08-02
7600,33rd week,Jharkhand,East Singhbhum,Chikungunya,6156,,22.8092139,86.2091549,1.289579266,8.0,,2011-08-18
7601,33rd week,Jharkhand,West Singhbhum,Chikungunya,5615,,22.7859232,86.1716093,0.773797932,,29.870000000000005,2011-08-05
7602,33rd week,West Bengal,Bankura,Cholera,165,0.0,23.13195425,87.2073972,2.217227749,2.0,,2011-08-11
7603,34th week,Bihar,Gaya,Acute Diarrhoeal Disease,17,0.0,24.7964355,85.0079563,1.927198087,6.0,,2011-08-14
7604,34th week,Bihar,Gaya,Acute Diarrhoeal Disease,23,0.0,24.7964355,85.0079563,1.328127527,6.0,,2011-08-16
7605,34th week,Bihar,Nawada,Acute Diarrhoeal Disease,19,0.0,24.818124,85.51855623,2.091449126,10.0,29.28000000000003,2011-08-22
7606,34th week,Bihar,Nawada,Acute Diarrhoeal Disease,18,2.0,24.818124,85.51855623,1.328127527,6.0,,2011-08-16
7607,34th week,Bihar,Rohtas,Malaria,30,0.0,24.6723487,83.92090397,2.615870899,10.0,27.75,2011-08-14
7608,34th week,Bihar,Rohtas,Acute Diarrhoeal Disease,25,2.0,24.6723487,83.92090397,1.312219409,10.0,,2011-08-18
7609,34th week,Bihar,Rohtas,Acute Diarrhoeal Disease,50,2.0,24.6723487,83.92090397,1.577518055,10.0,,2011-08-17
7610,34th week,Bihar,Sheikhpura,Malaria,50,5.0,25.12635425,85.81510621,2.302524213,,27.510000000000048,2011-08-21
7611,34th week,Chhattisgarh,Janjgir,Cholera,20,0.0,22.0090841,82.578896,2.216261841,15.0,26.390000000000043,2011-08-22
7612,34th week,Chhattisgarh,Raipur,Dengue,3,2.0,21.2380912,81.6336993,0.990513236,,25.450000000000045,2011-08-21
7613,34th week,Chhattisgarh,Surguja,Acute Diarrhoeal Disease,10,3.0,23.25,83.0,0.72528291,15.0,28.400000000000034,2011-08-26
7614,34th week,Gujarat,Vadodara,Cholera,23,0.0,22.2973142,73.1942567,0.932867672,7.0,25.710000000000036,2011-08-18
7615,34th week,Haryana,Ambala,Acute Diarrhoeal Disease,19,0.0,30.3843674,76.770421,0.909988198,17.0,27.896666600000003,2011-08-27
7616,34th week,Haryana,Panchkula,Cholera,5,0.0,30.7137692,76.868276,1.956093124,,26.96333340000001,2011-08-20
7617,34th week,Jharkhand,West Singhbhum,Malaria,51,0.0,22.7859232,86.1716093,1.973404971,8.0,,2011-08-17
7618,34th week,Karnataka,Bidar,Chikungunya,26,0.0,18.083333,77.333333,0.430428388,,33.650000000000034,2011-08-21
7619,34th week,Karnataka,Bidar,Cholera,6,0.0,18.083333,77.333333,0.606377399,3.0,,2011-08-22
7620,34th week,Karnataka,Chitradurga,Acute Diarrhoeal Disease,22,0.0,14.2266443,76.4005122,0.091684798,5.0,31.970000000000027,2011-08-17
7621,34th week,Karnataka,Gadag,Malaria,10,0.0,15.4206667,75.6225644,0.112245109,4.0,32.920000000000016,2011-08-16
7622,34th week,Karnataka,Mandya,Acute Diarrhoeal Disease,20,0.0,12.5238888,76.8961961,0.938415418,2.0,,2011-08-24
7623,34th week,West Bengal,Bankura,Acute Diarrhoeal Disease,131,0.0,23.13195425,87.2073972,0.776578065,9.0,27.450000000000045,2011-08-22
7624,34th week,West Bengal,Birbhum,Cholera,26,0.0,24.0,87.583333,0.908267276,7.0,,2011-08-16
7625,34th week,West Bengal,Birbhum,Cholera,73,0.0,24.0,87.583333,0.752024509,,28.370000000000005,2011-08-21
7626,34th week,West Bengal,Burdwan,Acute Diarrhoeal Disease,48,0.0,23.2495714,87.8681751,0.890431669,9.0,28.99000000000001,2011-08-22
7627,34th week,West Bengal,Purulia,Acute Diarrhoeal Disease,64,0.0,23.3291882,86.3672378,1.854879526,5.0,,2011-08-16
7628,34th week,Sikkim,West Sikkim,Acute Diarrhoeal Disease,16,0.0,27.333333,88.25,1.244188423,,18.32000000000005,2011-06-10
7629,34th week,Jammu And Kashmir,Badgam,Acute Diarrhoeal Disease,1634,0.0,34.0154721,74.7220085,0.386449276,20.0,26.662000000000035,2011-08-10
7630,34th week,Karnataka,Belgaum,Acute Diarrhoeal Disease,88,0.0,15.8572666,74.5069343,0.40841039,,21.730000000000018,2011-08-12
7631,34th week,Maharashtra,Nashik,Chikungunya,22,0.0,20.0112475,73.7902364,0.632701374,6.0,,2011-08-09
7632,34th week,Maharashtra,Raigad,Acute Diarrhoeal Disease,101,0.0,18.4928092,73.13807095,1.642483647,,21.810000000000002,2011-07-11
7633,34th week,Uttar Pradesh,Allahabad,Acute Diarrhoeal Disease,16,0.0,25.4381302,81.8338005,0.400020348,8.0,32.09000000000003,2011-07-31
7634,34th week,Uttar Pradesh,Ghazipur,Acute Diarrhoeal Disease,12,0.0,25.6035084,83.50745405,1.199552044,4.0,-11.649999999999977,2011-08-09
7635,34th week,Jharkhand,East Singhbhum,Chikungunya,9,0.0,22.8092139,86.2091549,0.460334799,9.0,24.129999999999995,2011-08-24
